City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
695,Nuuk,GL,64.1835,-51.7216,7.41,85,75,9.22,light shower snow
696,Paragominas,BR,-2.9667,-47.4833,82.74,79,97,2.59,overcast clouds
697,Andenes,NO,69.3143,16.1194,24.78,63,75,23.02,broken clouds
698,Minab,IR,27.1467,57.0801,69.3,72,1,0.0,clear sky
699,Labuan,MY,5.2767,115.2417,80.76,89,20,1.14,few clouds
700,Bukama,CD,-9.2,25.85,68.02,98,100,0.89,overcast clouds
701,Ozernovskiy,RU,51.5,156.5167,25.99,82,85,5.46,overcast clouds
702,Shieli,KZ,44.1667,66.75,32.23,71,69,10.89,broken clouds
703,Twentynine Palms,US,34.1356,-116.0542,54.48,25,62,3.0,broken clouds
704,Vetlanda,SE,57.4289,15.0776,40.87,97,100,9.86,light rain
705,Soledad,CO,10.9184,-74.7646,89.73,55,0,9.22,clear sky
706,Sumter,US,28.7086,-82.0831,82.98,66,1,11.01,clear sky
707,Marshfield,US,44.6689,-90.1718,9.84,66,100,4.61,overcast clouds
